date,photo_a,DAP (d)
2020/12/03,7.762501009666667,42
2020/12/16,13.548025313333333,55
2020/12/23,13.468556043333333,62
2020/12/31,15.711425026666667,70
2021/01/14,17.586112196666665,84
2021/01/20,16.36217687,90
2021/01/28,15.846136033333334,98
2021/02/05,6.767630638333333,106
